"Symbol"	"Entrez"	"Description"
"ARL6IP1"	"23204"	"ADP ribosylation factor like GTPase 6 interacting protein 1"
"SERPINB9"	"5272"	"serpin family B member 9"
"SMAGP"	"57228"	"small cell adhesion glycoprotein"
"IRX1"	"79192"	"iroquois homeobox 1"
"CDH2"	"1000"	"cadherin 2"
"IRX2"	"153572"	"iroquois homeobox 2"
"EMB"	"133418"	"embigin"
"SIX2"	"10736"	"SIX homeobox 2"
"DLGAP1"	"9229"	"DLG associated protein 1"
"STAT2"	"6773"	"signal transducer and activator of transcription 2"
"NUDCD2"	"134492"	"NudC domain containing 2"
"IRF2BP1"	"26145"	"interferon regulatory factor 2 binding protein 1"
"OR9K2"	"441639"	"olfactory receptor family 9 subfamily K member 2"
"HSPA4"	"3308"	"heat shock protein family A (Hsp70) member 4"
"FOXA3"	"3171"	"forkhead box A3"
"GARIN3"	"153745"	"golgi associated RAB2B interactor family member 3"
"SLC26A5"	"375611"	"solute carrier family 26 member 5"
"COMMD5"	"28991"	"COMM domain containing 5"
"SGCD"	"6444"	"sarcoglycan delta"
"GTSF1"	"121355"	"gametocyte specific factor 1"
"ZNF16"	"7564"	"zinc finger protein 16"
"ARMC10"	"83787"	"armadillo repeat containing 10"
"RNF34"	"80196"	"ring finger protein 34"
"ACYP2"	"98"	"acylphosphatase 2"
"TRABD"	"80305"	"TraB domain containing"
"ATF7"	"11016"	"activating transcription factor 7"
"RASA4B"	"100271927"	"RAS p21 protein activator 4B"
"SOCS6"	"9306"	"suppressor of cytokine signaling 6"
"CAVIN4"	"347273"	"caveolae associated protein 4"
"OR10A3"	"26496"	"olfactory receptor family 10 subfamily A member 3"
"ZNF296"	"162979"	"zinc finger protein 296"
"OR5E1P"	"-"	"-"
"HOXB9"	"3219"	"homeobox B9"
"TTLL6"	"284076"	"tubulin tyrosine ligase like 6"
"POLH"	"5429"	"DNA polymerase eta"
"SYT9"	"143425"	"synaptotagmin 9"
"KCNS3"	"3790"	"potassium voltage-gated channel modifier subfamily S member 3"
"RBMXL2"	"27288"	"RBMX like 2"
"KIF5B"	"3799"	"kinesin family member 5B"
"GPR37"	"2861"	"G protein-coupled receptor 37"
"AKAP13"	"11214"	"A-kinase anchoring protein 13"
"TPD52L3"	"89882"	"TPD52 like 3"
"CDCA4"	"55038"	"cell division cycle associated 4"
"OR10A4"	"283297"	"olfactory receptor family 10 subfamily A member 4"
"SDR16C5"	"195814"	"short chain dehydrogenase/reductase family 16C member 5"
"DYDC1"	"143241"	"DPY30 domain containing 1"
"OR10A2"	"341276"	"olfactory receptor family 10 subfamily A member 2"
"CHCHD7"	"79145"	"coiled-coil-helix-coiled-coil-helix domain containing 7"
"HTRA3"	"94031"	"HtrA serine peptidase 3"
"FOXN2"	"3344"	"forkhead box N2"
"LMOD2"	"442721"	"leiomodin 2"
"BFSP2"	"8419"	"beaded filament structural protein 2"
"FSHR"	"2492"	"follicle stimulating hormone receptor"
"CELP"	"-"	"-"
"USP32"	"84669"	"ubiquitin specific peptidase 32"
"CEL"	"1056"	"carboxyl ester lipase"
"PPM1D"	"8493"	"protein phosphatase, Mg2+/Mn2+ dependent 1D"
"GPR27"	"2850"	"G protein-coupled receptor 27"
"MRFAP1L2"	"93622"	"Morf4 family associated protein 1 like 2"
"PSG6"	"5675"	"pregnancy specific beta-1-glycoprotein 6"
"KBTBD2"	"25948"	"kelch repeat and BTB domain containing 2"
"RIOX2"	"84864"	"ribosomal oxygenase 2"
"TRIAP1"	"51499"	"TP53 regulated inhibitor of apoptosis 1"
"LSM3"	"27258"	"LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated"
"KIAA0232"	"9778"	"KIAA0232"
"MTSS1"	"9788"	"MTSS I-BAR domain containing 1"
"TMEM43"	"79188"	"transmembrane protein 43"
"RNF139"	"11236"	"ring finger protein 139"
"RPS9"	"6203"	"ribosomal protein S9"
"PLA2G1B"	"5319"	"phospholipase A2 group IB"
"CYTL1"	"54360"	"cytokine like 1"
"TSEN34"	"79042"	"tRNA splicing endonuclease subunit 34"
"TRH"	"7200"	"thyrotropin releasing hormone"
"GSTA4"	"2941"	"glutathione S-transferase alpha 4"
"MSANTD4"	"84437"	"Myb/SANT DNA binding domain containing 4 with coiled-coils"
"NDUFA3"	"4696"	"NADH:ubiquinone oxidoreductase subunit A3"
"OSCAR"	"126014"	"osteoclast associated Ig-like receptor"
"PAQR8"	"85315"	"progestin and adipoQ receptor family member 8"
"NUDT6"	"11162"	"nudix hydrolase 6"
"TPT1-AS1"	"-"	"-"
"OR7G3"	"390883"	"olfactory receptor family 7 subfamily G member 3"
"TANC2"	"26115"	"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2"
"OR7G2"	"390882"	"olfactory receptor family 7 subfamily G member 2"
"TEX13B"	"56156"	"testis expressed 13B"
"PKHD1"	"5314"	"PKHD1 ciliary IPT domain containing fibrocystin/polyductin"
"OR1M1"	"125963"	"olfactory receptor family 1 subfamily M member 1"
"NCBP2L"	"392517"	"nuclear cap binding protein subunit 2 like"
"DNAJC24"	"120526"	"DnaJ heat shock protein family (Hsp40) member C24"
"MBD3L1"	"85509"	"methyl-CpG binding domain protein 3 like 1"
"ZNF160"	"90338"	"zinc finger protein 160"
"PGK2"	"5232"	"phosphoglycerate kinase 2"
"OR8B12"	"219858"	"olfactory receptor family 8 subfamily B member 12"
"ZNF415"	"55786"	"zinc finger protein 415"
"CAVIN3"	"112464"	"caveolae associated protein 3"
"CEACAM3"	"1084"	"CEA cell adhesion molecule 3"
"DCDC1"	"341019"	"doublecortin domain containing 1"
"HAS2"	"3037"	"hyaluronan synthase 2"
"PDGFD"	"80310"	"platelet derived growth factor D"
"PLAC1"	"10761"	"placenta enriched 1"
"DDI1"	"414301"	"DNA damage inducible 1 homolog 1"
"LINC00208"	"-"	"-"
"S1PR1"	"1901"	"sphingosine-1-phosphate receptor 1"
"HS6ST2"	"90161"	"heparan sulfate 6-O-sulfotransferase 2"
"OR4D5"	"219875"	"olfactory receptor family 4 subfamily D member 5"
"PYGO1"	"26108"	"pygopus family PHD finger 1"
"LRRC8E"	"80131"	"leucine rich repeat containing 8 VRAC subunit E"
"PKIA"	"5569"	"cAMP-dependent protein kinase inhibitor alpha"
"XKR6"	"286046"	"XK related 6"
"TSNARE1"	"203062"	"t-SNARE domain containing 1"
"FPR2"	"2358"	"formyl peptide receptor 2"
"FPR1"	"2357"	"formyl peptide receptor 1"
"PATE1"	"160065"	"prostate and testis expressed 1"
"OR13H1"	"347468"	"olfactory receptor family 13 subfamily H member 1"
"FEZ2"	"9637"	"fasciculation and elongation protein zeta 2"
"SOX7"	"83595"	"SRY-box transcription factor 7"
"C8orf74"	"203076"	"chromosome 8 open reading frame 74"
"C11orf24"	"53838"	"chromosome 11 open reading frame 24"
"ALK"	"238"	"ALK receptor tyrosine kinase"
"MTM1"	"4534"	"myotubularin 1"
"OBP2B"	"29989"	"odorant binding protein 2B"
"TRMT61B"	"55006"	"tRNA methyltransferase 61B"
"INSR"	"3643"	"insulin receptor"
"MFN1"	"55669"	"mitofusin 1"
"GIMAP8"	"155038"	"GTPase, IMAP family member 8"
"HSFX1"	"100506164"	"heat shock transcription factor family, X-linked 1"
"NRTN"	"4902"	"neurturin"
"KCNMB3"	"27094"	"potassium calcium-activated channel subfamily M regulatory beta subunit 3"
"FUT3"	"2525"	"fucosyltransferase 3 (Lewis blood group)"
"KCNG3"	"170850"	"potassium voltage-gated channel modifier subfamily G member 3"
"ATP6V0E2"	"155066"	"ATPase H+ transporting V0 subunit e2"
"PRKCE"	"5581"	"protein kinase C epsilon"
"OR2K2"	"26248"	"olfactory receptor family 2 subfamily K member 2"
"JAGN1"	"84522"	"jagunal homolog 1"
"RLN3"	"117579"	"relaxin 3"
"TADA3"	"10474"	"transcriptional adaptor 3"
"SOCS5"	"9655"	"suppressor of cytokine signaling 5"
"C1GALT1C1"	"29071"	"C1GALT1 specific chaperone 1"
"BBLN"	"79095"	"bublin coiled coil protein"
"MORN4"	"118812"	"MORN repeat containing 4"
"ZNF672"	"79894"	"zinc finger protein 672"
"ZNF692"	"55657"	"zinc finger protein 692"
"NAIF1"	"203245"	"nuclear apoptosis inducing factor 1"
"RBKS"	"64080"	"ribokinase"
"OR2M4"	"26245"	"olfactory receptor family 2 subfamily M member 4"
"GRIK1"	"2897"	"glutamate ionotropic receptor kainate type subunit 1"
"MUC7"	"4589"	"mucin 7, secreted"
"OPRPN"	"58503"	"opiorphin prepropeptide"
"SMR3B"	"10879"	"submaxillary gland androgen regulated protein 3B"
"TMEM126A"	"84233"	"transmembrane protein 126A"
"TMEM126B"	"55863"	"transmembrane protein 126B"
"TRIM8"	"81603"	"tripartite motif containing 8"
"NETO2"	"81831"	"neuropilin and tolloid like 2"
"CSN3"	"1448"	"casein kappa"
"CLDN20"	"49861"	"claudin 20"
"CDC42BPG"	"55561"	"CDC42 binding protein kinase gamma"
"SCAND1"	"51282"	"SCAN domain containing 1"
"JUNB"	"3726"	"JunB proto-oncogene, AP-1 transcription factor subunit"
"FAM241B"	"219738"	"family with sequence similarity 241 member B"
"TMEM37"	"140738"	"transmembrane protein 37"
"UGT2B7"	"7364"	"UDP glucuronosyltransferase family 2 member B7"
"LRG1"	"116844"	"leucine rich alpha-2-glycoprotein 1"
"SHCBP1"	"79801"	"SHC binding and spindle associated 1"
"SOSTDC1"	"25928"	"sclerostin domain containing 1"
"NPTX1"	"4884"	"neuronal pentraxin 1"
"FAM98B"	"283742"	"family with sequence similarity 98 member B"
"ZNF439"	"90594"	"zinc finger protein 439"
"ZNF440"	"126070"	"zinc finger protein 440"
"GAA"	"2548"	"alpha glucosidase"
"CANT1"	"124583"	"calcium activated nucleotidase 1"
"KCNK3"	"3777"	"potassium two pore domain channel subfamily K member 3"
"ZDHHC16"	"84287"	"zinc finger DHHC-type palmitoyltransferase 16"
"CHST11"	"50515"	"carbohydrate sulfotransferase 11"
"EXOSC1"	"51013"	"exosome component 1"
"PGAM1"	"5223"	"phosphoglycerate mutase 1"
"CHD7"	"55636"	"chromodomain helicase DNA binding protein 7"
"ESCO2"	"157570"	"establishment of sister chromatid cohesion N-acetyltransferase 2"
"KRT19"	"3880"	"keratin 19"
"KRT15"	"3866"	"keratin 15"
"LURAP1"	"541468"	"leucine rich adaptor protein 1"
"KRT38"	"8687"	"keratin 38"
"CLCN5"	"1184"	"chloride voltage-gated channel 5"
"TPPP"	"11076"	"tubulin polymerization promoting protein"
"KCND3"	"3752"	"potassium voltage-gated channel subfamily D member 3"
"APLN"	"8862"	"apelin"
"KRTAP4-4"	"84616"	"keratin associated protein 4-4"
"KRT13"	"3860"	"keratin 13"
"XAGE3"	"170626"	"X antigen family member 3"
"KRT9"	"3857"	"keratin 9"
"XAGE5"	"170627"	"X antigen family member 5"
"PDE7B"	"27115"	"phosphodiesterase 7B"
"MRPL36"	"64979"	"mitochondrial ribosomal protein L36"
"ZNF581"	"51545"	"zinc finger protein 581"
"NAT1"	"9"	"N-acetyltransferase 1"
"KRT20"	"54474"	"keratin 20"
"GLOD5"	"392465"	"glyoxalase domain containing 5"
"KSR2"	"283455"	"kinase suppressor of ras 2"
"ZNF524"	"147807"	"zinc finger protein 524"
"MCC"	"4163"	"MCC regulator of WNT signaling pathway"
"KRT27"	"342574"	"keratin 27"
"ZBTB26"	"57684"	"zinc finger and BTB domain containing 26"
"CDK5R2"	"8941"	"cyclin dependent kinase 5 regulatory subunit 2"
"DSEL"	"92126"	"dermatan sulfate epimerase like"
"POLR1C"	"9533"	"RNA polymerase I and III subunit C"
"ASXL1"	"171023"	"ASXL transcriptional regulator 1"
"OR1L6"	"392390"	"olfactory receptor family 1 subfamily L member 6"
"DLK2"	"65989"	"delta like non-canonical Notch ligand 2"
"ZNF562"	"54811"	"zinc finger protein 562"
"ZNF318"	"24149"	"zinc finger protein 318"
"ZNF561"	"93134"	"zinc finger protein 561"
"WIPF2"	"147179"	"WAS/WASL interacting protein family member 2"
"HOPX"	"84525"	"HOP homeobox"
"SPACA5B"	"729201"	"sperm acrosome associated 5B"
"OR1L3"	"26735"	"olfactory receptor family 1 subfamily L member 3"
"SSX6P"	"-"	"-"
"NLRP5"	"126206"	"NLR family pyrin domain containing 5"
"LRRC8C"	"84230"	"leucine rich repeat containing 8 VRAC subunit C"
"SPACA5"	"729201"	"sperm acrosome associated 5B"
"RSL1D1"	"26156"	"ribosomal L1 domain containing 1"
"LRRC8D"	"55144"	"leucine rich repeat containing 8 VRAC subunit D"
"MROH2B"	"133558"	"maestro heat like repeat family member 2B"
"OR1L8"	"138881"	"olfactory receptor family 1 subfamily L member 8"
"PPID"	"5481"	"peptidylprolyl isomerase D"
"OR1N2"	"138882"	"olfactory receptor family 1 subfamily N member 2"
"COL24A1"	"255631"	"collagen type XXIV alpha 1 chain"
"ETFDH"	"2110"	"electron transfer flavoprotein dehydrogenase"
"OR1N1"	"138883"	"olfactory receptor family 1 subfamily N member 1"
"RXFP1"	"59350"	"relaxin family peptide receptor 1"
"LPAR3"	"23566"	"lysophosphatidic acid receptor 3"
"PTGER4"	"5734"	"prostaglandin E receptor 4"
"TBCA"	"6902"	"tubulin folding cofactor A"
"NEUROD2"	"4761"	"neuronal differentiation 2"
"MAP6"	"4135"	"microtubule associated protein 6"
"OTP"	"23440"	"orthopedia homeobox"
"ECEL1"	"9427"	"endothelin converting enzyme like 1"
"BCL2L1"	"598"	"BCL2 like 1"
"FGG"	"2266"	"fibrinogen gamma chain"
"FGA"	"2243"	"fibrinogen alpha chain"
"OR2AT4"	"341152"	"olfactory receptor family 2 subfamily AT member 4"
"FGB"	"2244"	"fibrinogen beta chain"
"PLRG1"	"5356"	"pleiotropic regulator 1"
"RAB4B-EGLN2"	"-"	"-"
"ZNF584"	"201514"	"zinc finger protein 584"
"DSCAM"	"1826"	"DS cell adhesion molecule"
"DNAI2"	"64446"	"dynein axonemal intermediate chain 2"
"NMUR1"	"10316"	"neuromedin U receptor 1"
"CLSTN1"	"22883"	"calsyntenin 1"
"CXXC5"	"51523"	"CXXC finger protein 5"
"ZNF274"	"10782"	"zinc finger protein 274"
"PIK3CD"	"5293"	"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta"
"PTCRA"	"171558"	"pre T cell antigen receptor alpha"
"SLC25A33"	"84275"	"solute carrier family 25 member 33"
"ENC1"	"8507"	"ectodermal-neural cortex 1"
"SPSB1"	"80176"	"splA/ryanodine receptor domain and SOCS box containing 1"
"P2RY6"	"5031"	"pyrimidinergic receptor P2Y6"
"BPTF"	"2186"	"bromodomain PHD finger transcription factor"
"S100Z"	"170591"	"S100 calcium binding protein Z"
"ZIK1"	"284307"	"zinc finger protein interacting with K protein 1"
"GPR82"	"27197"	"G protein-coupled receptor 82"
"GPR34"	"2857"	"G protein-coupled receptor 34"
"SHANK2-AS3"	"220070"	"SHANK2 antisense RNA 3"
"PLEKHG5"	"57449"	"pleckstrin homology and RhoGEF domain containing G5"
"ATF7IP"	"55729"	"activating transcription factor 7 interacting protein"
"LKAAEAR1"	"198437"	"LKAAEAR motif containing 1"
"RGS19"	"10287"	"regulator of G protein signaling 19"
"TCEA2"	"6919"	"transcription elongation factor A2"
"DEFB4A"	"100289462"	"defensin beta 4A"
"ANO5"	"102723370"	"anoctamin 5"
"HDAC3"	"8841"	"histone deacetylase 3"
"SPATA46"	"284680"	"spermatogenesis associated 46"
"GPHN"	"10243"	"gephyrin"
"VAT1L"	"57687"	"vesicle amine transport 1 like"
"TMEM51"	"55092"	"transmembrane protein 51"
"CAMTA1"	"23261"	"calmodulin binding transcription activator 1"
"LGALS4"	"3960"	"galectin 4"
"LRRC34"	"151827"	"leucine rich repeat containing 34"
"PAH"	"5053"	"phenylalanine hydroxylase"
"AFG2B"	"79029"	"AFG2 AAA ATPase homolog B"
"GATM"	"2628"	"glycine amidinotransferase"
"SYCE1"	"93426"	"synaptonemal complex central element protein 1"
"NXNL1"	"115861"	"nucleoredoxin like 1"
"RASGRP4"	"115727"	"RAS guanyl releasing protein 4"
"NHLH1"	"4807"	"nescient helix-loop-helix 1"
"SLFNL1"	"200172"	"schlafen like 1"
"BCL2"	"596"	"BCL2 apoptosis regulator"
"RHNO1"	"83695"	"RAD9-HUS1-RAD1 interacting nuclear orphan 1"
"CTPS1"	"1503"	"CTP synthase 1"
"UTF1"	"8433"	"undifferentiated embryonic cell transcription factor 1"
"KNDC1"	"85442"	"kinase non-catalytic C-lobe domain containing 1"
"WDR87"	"83889"	"WD repeat domain 87"
"METTL18"	"92342"	"methyltransferase 18, RPL3 N3-histidine"
"CFAP46"	"54777"	"cilia and flagella associated protein 46"
"COL8A2"	"1296"	"collagen type VIII alpha 2 chain"
"PWWP2B"	"170394"	"PWWP domain containing 2B"
"PCDHB1"	"29930"	"protocadherin beta 1"
"ZNF540"	"163255"	"zinc finger protein 540"
"ANGPTL7"	"10218"	"angiopoietin like 7"
"FBXL14"	"144699"	"F-box and leucine rich repeat protein 14"
"EXOSC10"	"5394"	"exosome component 10"
"ZNF570"	"148268"	"zinc finger protein 570"
"NINJ2"	"4815"	"ninjurin 2"
"MLLT3"	"4300"	"MLLT3 super elongation complex subunit"
"FAM90A1"	"55138"	"family with sequence similarity 90 member A1"
"RRM2"	"6241"	"ribonucleotide reductase regulatory subunit M2"
"TRAPPC12"	"51112"	"trafficking protein particle complex subunit 12"
"IFNB1"	"3456"	"interferon beta 1"
"RPS21"	"6227"	"ribosomal protein S21"
"C3AR1"	"719"	"complement C3a receptor 1"
"MRM3"	"55178"	"mitochondrial rRNA methyltransferase 3"
"PTEN"	"5728"	"phosphatase and tensin homolog"
"RPS7"	"6201"	"ribosomal protein S7"
"PRND"	"23627"	"prion like protein doppel"
"RNASEH1"	"246243"	"ribonuclease H1"
"PRNP"	"5621"	"prion protein"
"KLF17"	"128209"	"KLF transcription factor 17"
"ADRA1D"	"146"	"adrenoceptor alpha 1D"
"FRMD5"	"84978"	"FERM domain containing 5"
"AQP4"	"361"	"aquaporin 4"
"MIR31HG"	"554202"	"MIR31 host gene"
"CYP4F11"	"57834"	"cytochrome P450 family 4 subfamily F member 11"
"TLN2"	"83660"	"talin 2"
"LGALS9C"	"124907928"	"galectin 9C"
"TVP23B"	"51030"	"trans-golgi network vesicle protein 23 homolog B"
"FBXW10"	"10517"	"F-box and WD repeat domain containing 10"
"OR10H3"	"26532"	"olfactory receptor family 10 subfamily H member 3"
"ZNF217"	"7764"	"zinc finger protein 217"
"OR10H2"	"26538"	"olfactory receptor family 10 subfamily H member 2"
"SRGAP2C"	"653464"	"SLIT-ROBO Rho GTPase activating protein 2C"
"OR52A5"	"390054"	"olfactory receptor family 52 subfamily A member 5"
"SCG2"	"7857"	"secretogranin II"
"ATPAF2"	"91647"	"ATP synthase mitochondrial F1 complex assembly factor 2"
"CYP4F22"	"126410"	"cytochrome P450 family 4 subfamily F member 22"
"FOXB1"	"27023"	"forkhead box B1"
"PPIH"	"10465"	"peptidylprolyl isomerase H"
"DRC3"	"83450"	"dynein regulatory complex subunit 3"
"ZNF57"	"126295"	"zinc finger protein 57"
"SHLD1"	"149840"	"shieldin complex subunit 1"
"C11orf40"	"143501"	"chromosome 11 putative open reading frame 40"
"JMJD1C"	"221037"	"jumonji domain containing 1C"
"LDHAL6B"	"92483"	"lactate dehydrogenase A like 6B"
"SYNPO"	"11346"	"synaptopodin"
"OR52P2P"	"-"	"-"
"ZNF556"	"80032"	"zinc finger protein 556"
"MAL"	"4118"	"mal, T cell differentiation protein"
"ZNF554"	"115196"	"zinc finger protein 554"
"RAB33B"	"83452"	"RAB33B, member RAS oncogene family"
"THOP1"	"7064"	"thimet oligopeptidase 1"
"ANKRD20A4P"	"-"	"-"
"REG3A"	"5068"	"regenerating family member 3 alpha"
"GAP43"	"2596"	"growth associated protein 43"
"REG1B"	"5968"	"regenerating family member 1 beta"
"EPHX4"	"253152"	"epoxide hydrolase 4"
"LAMB2"	"3913"	"laminin subunit beta 2"
"USP19"	"10869"	"ubiquitin specific peptidase 19"
"QARS1"	"5859"	"glutaminyl-tRNA synthetase 1"
"ORMDL3"	"94103"	"ORMDL sphingolipid biosynthesis regulator 3"
"SERF1A"	"8293"	"small EDRK-rich factor 1A"
"KLF11"	"8462"	"KLF transcription factor 11"
"LRRC15"	"131578"	"leucine rich repeat containing 15"
"SMN1"	"6606"	"survival of motor neuron 1, telomeric"
"EIF2AK3"	"9451"	"eukaryotic translation initiation factor 2 alpha kinase 3"
"SPMIP9"	"200523"	"sperm microtubule inner protein 9"
"MOB3A"	"126308"	"MOB kinase activator 3A"
"KRCC1"	"51315"	"lysine rich coiled-coil 1"
"NME6"	"10201"	"NME/NM23 nucleoside diphosphate kinase 6"
"CYCS"	"54205"	"cytochrome c, somatic"
"CD8B"	"926"	"CD8 subunit beta"
"SLFN12"	"55106"	"schlafen family member 12"
"CALB2"	"794"	"calbindin 2"
"SLC9C1"	"285335"	"solute carrier family 9 member C1"
"OR1A1"	"8383"	"olfactory receptor family 1 subfamily A member 1"
"OR7A2P"	"-"	"-"
"OR1A2"	"26189"	"olfactory receptor family 1 subfamily A member 2"
"OR8I2"	"120586"	"olfactory receptor family 8 subfamily I member 2"
"LCE1D"	"353134"	"late cornified envelope 1D"
"CCL11"	"6356"	"C-C motif chemokine ligand 11"
"FRMD3"	"257019"	"FERM domain containing 3"
"SNTB1"	"6641"	"syntrophin beta 1"
"MTBP"	"27085"	"MDM2 binding protein"
"TEFM"	"79736"	"transcription elongation factor, mitochondrial"
"MRPL13"	"28998"	"mitochondrial ribosomal protein L13"
"MALT1"	"10892"	"MALT1 paracaspase"
"PRL"	"5617"	"prolactin"
"ISG20"	"3669"	"interferon stimulated exonuclease gene 20"
"HMGN1P35"	"-"	"-"
"OR4C11"	"219429"	"olfactory receptor family 4 subfamily C member 11"
"MBOAT1"	"154141"	"membrane bound O-acyltransferase domain containing 1"
"OR8U1"	"219417"	"olfactory receptor family 8 subfamily U member 1"
"ID4"	"3400"	"inhibitor of DNA binding 4"
"OR4X2"	"119764"	"olfactory receptor family 4 subfamily X member 2"
"GPR22"	"2845"	"G protein-coupled receptor 22"
"CXCR6"	"10663"	"C-X-C motif chemokine receptor 6"
"CEBPB"	"1051"	"CCAAT enhancer binding protein beta"
"AZU1"	"566"	"azurocidin 1"
"TPSAB1"	"7177"	"tryptase alpha/beta 1"
"ATOH1"	"474"	"atonal bHLH transcription factor 1"
"PAIP1"	"10605"	"poly(A) binding protein interacting protein 1"
"CLEC7A"	"64581"	"C-type lectin domain containing 7A"
"C5orf34"	"375444"	"chromosome 5 open reading frame 34"
"C1QTNF4"	"114900"	"C1q and TNF related 4"
"NEGR1"	"257194"	"neuronal growth regulator 1"
"ZNF131"	"7690"	"zinc finger protein 131"
"MACROD2"	"140733"	"mono-ADP ribosylhydrolase 2"
"DPAGT1"	"1798"	"dolichyl-phosphate N-acetylglucosaminephosphotransferase 1"
"BSG"	"682"	"basigin (Ok blood group)"
"HINFP"	"25988"	"histone H4 transcription factor"
"PRYP4"	"-"	"-"
"CDY1"	"9085"	"chromodomain Y-linked 1"
"OR10V1"	"390201"	"olfactory receptor family 10 subfamily V member 1"
"CERS6"	"253782"	"ceramide synthase 6"
